ID,Nom,Email,Tel,Type,Web_site,FB,FB_nb_aderent,Twitter,Twitter_nb_aderent,Insta,Insta_nb_aderent,Youtube,Youtube_nb_aderent,Tiktok,Tiktok_nb_aderent,nb_adherent,Date_contact,Adresse_postal,Departement,Region,Pays,Accepte_com,Statut,Commentaire
e49e1403,CSCS Vol,mariethomas@example.com,0556034956,CSCS,http://www.robert.com/,http://www.pottier.fr/,592.0,https://www.marechal.org/,1760.0,,,,,,,260.0,2025-08-14,"47, boulevard Roussel Dole",39,Bourgogne-Franche-Comté,France,Oui,Contacté,
7fede7a2,Bar à jeux Regarder,michelle90@example.net,+33 4 58 50 89 44,Bar à jeux,http://perrot.com/,https://da.com/,3862.0,https://ollivier.com/,332.0,https://www.launay.com/,3807.0,,,,,,,avenue de Leclercq Saint-Quentin,02,Hauts-de-France,France,Non,Intéressé,
e3880db6,Boutique spécialisée Étude,lcordier@example.org,05 56 98 59 58,Boutique spécialisée,,https://martineau.net/,666.0,,,https://www.mary.fr/,5918.0,,,,,,2025-04-16,rue Maggie Leclercq Mantes-la-Jolie,78,Île-de-France,France,Oui,Prospect,Bête ensemble détail sentir rencontre oublier je.
275cfacb,Médiathèque Prix,thomasbarbe@example.net,+33 1 56 62 10 29,Médiathèque,http://robin.com/,https://bonneau.net/,3692.0,,,,,,,,,414.0,2024-05-24,"669, rue Faivre Bourg-en-Bresse",01,Auvergne-Rhône-Alpes,France,Oui,Intéressé,
643fe245,Boutique spécialisée Trop,susangosselin@example.net,02 61 33 43 86,Boutique spécialisée,http://www.maillard.org/,http://gros.fr/,1663.0,http://lenoir.com/,1742.0,http://meyer.net/,4756.0,,,,,,,"10, chemin Suzanne Gallet Parthenay",79,Nouvelle-Aquitaine,France,Non,Contacté,
5f631f68,Bar à jeux Léger,pierredos-santos@example.net,+33 3 79 97 90 35,Bar à jeux,https://www.lacombe.fr/,http://www.lebrun.fr/,4226.0,https://www.begue.fr/,1171.0,https://ledoux.net/,2033.0,,,,,,2025-06-03,"28, rue Navarro Orange",84,Provence-Alpes-Côte d'Azur,France,Non,Contacté,
4db97374,Médiathèque Soirée,philippe96@example.com,03 53 50 43 06,Médiathèque,http://www.mace.fr/,http://humbert.fr/,491.0,https://gauthier.com/,1491.0,http://www.letellier.org/,1134.0,,,,,275.0,2024-12-30,"31, boulevard de Dupuy Bellegarde-sur-Valserine",01,Auvergne-Rhône-Alpes,France,Non,Prospect,
20c69c32,Asso jdr Afin de,,+33 1 40 94 45 48,Asso jdr,,http://alves.fr/,3880.0,https://www.da.net/,668.0,,,,,,,300.0,,"58, chemin Capucine Techer Versailles",78,Île-de-France,France,Oui,Prospect,
1306fd15,MJC Cour,,07 61 68 79 36,MJC,http://www.barbe.fr/,https://www.pons.com/,1266.0,http://www.petit.fr/,1741.0,,,,,,,239.0,2025-12-17,"23, chemin Charrier Versailles",78,Île-de-France,France,Oui,Contacté,
59c877d6,Influenceur Pareil,vcolas@example.org,+33 3 86 09 36 71,Influenceur,https://auger.com/,,,https://www.neveu.net/,13698.0,http://www.francois.org/,3146.0,http://marie.org/,42692.0,https://guilbert.com/,26844.0,,2024-08-07,rue Dumas Saint,17,Nouvelle-Aquitaine,France,Oui,Contacté,Nouveau résister carte chez.
7febb8d0,Médiathèque Usage,alice45@example.com,+33 (0)4 42 73 96 13,Médiathèque,http://www.vincent.com/,https://hoarau.fr/,3765.0,https://barbe.com/,1249.0,,,,,,,358.0,2024-07-19,"43, chemin de Jacob Péronne",80,Hauts-de-France,France,Oui,Prospect,
9bf89303,Asso jdr Morceau,samsonrobert@example.com,0535857343,Asso jdr,http://paris.com/,http://www.gomez.com/,1341.0,,,,,,,,,226.0,2024-06-08,"15, boulevard de Adam Oyonnax",01,Auvergne-Rhône-Alpes,France,Non,Contacté,
0cc46b2a,Asso jdr Plaine,jweber@example.net,+33 5 56 49 45 73,Asso jdr,https://ferreira.fr/,http://carpentier.org/,2493.0,,,,,,,,,110.0,2024-07-09,"35, rue Lévy Sedan",08,Grand Est,France,Oui,Prospect,
4561bb74,Ludothèque Passion,tgrenier@example.net,04 65 71 01 26,Ludothèque,https://www.ruiz.fr/,http://www.jean.com/,1428.0,,,,,,,,,21.0,,"25, avenue de Olivier Melun",77,Île-de-France,France,Oui,Contacté,Etc point roi quelque taire vivre amener.
d5b4381f,Editeur Changer,denispages@example.org,0180340025,Editeur,http://www.paul.org/,http://www.guillot.com/,2633.0,http://boyer.com/,3286.0,https://www.rey.net/,6202.0,,,,,,2024-12-13,"8, rue Klein Millau",12,Occitanie,France,Non,Contacté,
e11566ea,Ludothèque Passé,bperon@example.org,,Ludothèque,http://www.andre.net/,https://www.vallee.fr/,614.0,,,,,,,,,21.0,2024-05-26,"459, avenue Émile Bonnin Palaiseau",91,Île-de-France,France,Non,Prospect,
a981682b,Boutique spécialisée Devoir,pasquiergerard@example.com,0358424312,Boutique spécialisée,http://thierry.org/,https://colin.com/,2091.0,https://riviere.fr/,940.0,http://www.poirier.fr/,5930.0,,,,,,,"97, rue Schmitt Arles",13,Provence-Alpes-Côte d'Azur,France,Non,Contacté,
356e125c,Bar à jeux Décrire,mathieustephane@example.net,,Bar à jeux,http://www.mallet.net/,http://deschamps.com/,1294.0,https://gay.fr/,2113.0,http://www.hamel.com/,3988.0,,,,,,,boulevard de Le Goff Laon,02,Hauts-de-France,France,Oui,Prospect,
51ce5fce,Ludothèque Chair,ydijoux@example.org,02 52 28 51 75,Ludothèque,http://boulanger.fr/,,,,,http://www.lagarde.com/,820.0,,,,,138.0,2024-02-29,avenue de Moreau Saint-Gaudens,31,Occitanie,France,Non,Contacté,
b1acaf36,Artisan Troisième,fouquetmarthe@example.net,+33 (0)4 15 36 38 16,Artisan,http://maurice.org/,http://robin.net/,321.0,,,http://marion.fr/,923.0,,,,,,2025-05-23,"50, chemin de Maurice Moissac",82,Occitanie,France,Oui,Prospect,Désespoir voilà dur frais but leur apporter enfin.
d37d738d,MJC Clair,oroche@example.org,0444838110,MJC,http://fournier.com/,http://ruiz.com/,844.0,,,http://www.turpin.fr/,2891.0,,,,,362.0,,"78, chemin Delannoy Loches",37,Centre-Val de Loire,France,Non,Intéressé,
328d3d49,Editeur Papa,cgilles@example.org,+33 4 81 20 13 94,Editeur,http://moreno.com/,http://lopes.com/,2635.0,https://gauthier.org/,4653.0,https://lebreton.com/,5413.0,,,,,,,"4, avenue de Aubry Melun",77,Île-de-France,France,Oui,Contacté,Espace forme silence maître malheur.
82153e76,Boutique spécialisée Fête,genevieve35@example.org,0262122659,Boutique spécialisée,https://www.maury.fr/,https://pruvost.fr/,4273.0,https://www.gerard.fr/,2593.0,,,,,,,,,"59, boulevard de Bonnin Mâcon",71,Bourgogne-Franche-Comté,France,Non,Intéressé,
83bac205,CSCS An,,03 21 87 66 97,CSCS,http://www.samson.fr/,http://brunel.com/,2333.0,,,,,,,,,190.0,2025-05-18,"984, boulevard de Moreno Forbach",57,Grand Est,France,Non,Intéressé,
90095cd9,Ludothèque Pousser,loiseauantoine@example.net,02 90 57 51 40,Ludothèque,http://dumont.fr/,http://monnier.fr/,1275.0,http://schneider.fr/,161.0,,,,,,,340.0,,"60, rue Berger Beauvais",60,Hauts-de-France,France,Non,Intéressé,Effort vers haut intérieur quel faible façon.
9153f254,Médiathèque Nu,charpentierthibault@example.org,03 54 87 60 85,Médiathèque,http://blanchard.net/,,,,,,,,,,,91.0,2024-12-06,"1, boulevard Dorothée Guérin Gap",05,Provence-Alpes-Côte d'Azur,France,Non,Prospect,Haut mari trait grave.
e38803ea,Asso jdr Quand,pauletteleger@example.org,0363806697,Asso jdr,http://teixeira.net/,,,http://gregoire.com/,819.0,,,,,,,288.0,2024-07-03,avenue Gallet Château-Gontier,53,Pays de la Loire,France,Oui,Contacté,Visage vague chute direction tellement place.
a762ce3c,Boutique spécialisée Seulement,oceanebruneau@example.com,0134740080,Boutique spécialisée,https://www.blanchard.com/,https://benoit.com/,4662.0,http://dijoux.com/,2640.0,http://www.gaudin.org/,5084.0,,,,,,2024-09-12,rue de Morel Manosque,04,Provence-Alpes-Côte d'Azur,France,Oui,Contacté,
e16dafa4,CSCS Visite,pierre08@example.org,04 23 91 89 52,CSCS,https://www.alexandre.com/,http://www.benoit.com/,108.0,,,,,,,,,303.0,2025-06-08,"828, chemin Lebon Sartène",2A,Corse,France,Non,Intéressé,
dfe29c89,Médiathèque Décider,fleuryalex@example.org,0535289993,Médiathèque,http://gomez.org/,,,http://fischer.fr/,1852.0,,,,,,,107.0,,"65, chemin de Vincent Le Puy-en-Velay",43,Auvergne-Rhône-Alpes,France,Non,Contacté,
4ba3d21f,Ludothèque Mal,oleroux@example.net,04 77 88 36 91,Ludothèque,https://renard.com/,http://gomez.fr/,1420.0,http://maillard.fr/,1312.0,,,,,,,270.0,,"54, avenue Joseph Palaiseau",91,Île-de-France,France,Oui,Prospect,
44f7982a,Médiathèque Chance,chevallierlucas@example.net,0442844053,Médiathèque,http://vincent.fr/,https://www.diallo.fr/,1216.0,https://www.thierry.org/,196.0,,,,,,,463.0,2025-10-08,"47, rue de Dubois Condom",32,Occitanie,France,Non,Prospect,
c6841860,MJC Ici,monique15@example.net,06 30 04 53 92,MJC,https://www.leroy.fr/,https://www.arnaud.fr/,3385.0,,,,,,,,,276.0,2024-09-17,"480, avenue Laurent Sablé-sur-Sarthe",72,Pays de la Loire,France,Non,Contacté,
4289ea20,MJC Loin,juliettelopes@example.com,+33 5 40 96 54 85,MJC,http://www.bonneau.fr/,http://www.lelievre.com/,3780.0,https://www.clement.fr/,1161.0,https://lopez.fr/,1311.0,,,,,455.0,2024-09-04,"21, boulevard de Techer Montreuil",93,Île-de-France,France,Oui,Intéressé,Source carte fils tapis choisir lisser race.
12083d75,Artisan Deviner,,,Artisan,https://traore.fr/,http://laporte.fr/,529.0,https://www.seguin.fr/,199.0,https://www.bailly.fr/,2964.0,,,,,,,"74, avenue Anaïs Léger Troyes",10,Grand Est,France,Non,Intéressé,
dadfeaa7,Bar à jeux Vers,benjamin75@example.com,+33 3 54 61 73 59,Bar à jeux,https://fleury.net/,https://prevost.fr/,3995.0,https://perez.fr/,2155.0,https://www.mahe.com/,2598.0,,,,,,2025-11-09,"19, boulevard Menard Troyes",10,Grand Est,France,Non,Contacté,Marcher comment prévenir trou réclamer près.
866f6ba6,Artisan Réunir,dhamel@example.net,+33 (0)4 38 10 00 60,Artisan,,https://www.bourgeois.fr/,2598.0,https://brunet.fr/,1537.0,,,,,,,,2024-06-23,"567, rue Isabelle Lévy Yssingeaux",43,Auvergne-Rhône-Alpes,France,Oui,Contacté,
7a5677ff,Editeur Ruine,cweber@example.com,+33 4 70 41 47 43,Editeur,https://www.pottier.com/,http://www.blot.fr/,7609.0,http://pons.fr/,13938.0,http://maury.com/,7032.0,https://www.blot.org/,7264.0,,,,,"696, boulevard Blin Argentan",61,Normandie,France,Oui,Prospect,Approcher drôle commun obéir venir.
8e8b2595,CSCS Mal,idaniel@example.org,+33 5 55 94 60 29,CSCS,http://guillon.fr/,http://carre.fr/,216.0,,,,,,,,,131.0,,"48, boulevard Christiane Huet Pamiers",09,Occitanie,France,Non,Intéressé,Mien voler léger salut espoir françois.
9c498476,Bar à jeux Dimanche,leleuaugustin@example.org,+33 5 19 51 68 92,Bar à jeux,http://duhamel.com/,,,,,http://www.mace.fr/,4160.0,,,,,,2023-12-31,"2, rue Maryse Jourdan Fontainebleau",77,Île-de-France,France,Non,Intéressé,Vérité couler différent.
659c274a,Boutique spécialisée Est,benoit68@example.com,+33 4 20 75 24 36,Boutique spécialisée,http://www.arnaud.fr/,http://guerin.org/,1544.0,http://guichard.fr/,1803.0,,,,,,,,2025-08-23,"34, rue de Diaz Bellegarde-sur-Valserine",01,Auvergne-Rhône-Alpes,France,Non,Intéressé,
dd4b13ce,CSCS Pensée,maryseblot@example.net,03 21 01 42 95,CSCS,,https://www.cohen.net/,3164.0,,,,,,,,,116.0,,"98, rue Loiseau Annecy",74,Auvergne-Rhône-Alpes,France,Oui,Contacté,
60f1380d,Editeur Soir,pierrelaroche@example.net,0497966194,Editeur,https://www.chauvin.fr/,https://aubert.org/,7746.0,http://gonzalez.net/,14716.0,http://guillot.com/,7838.0,http://pierre.com/,5943.0,,,,,"26, avenue Colette Lefebvre Saint-Amand-Montrond",18,Centre-Val de Loire,France,Non,Intéressé,Esprit entrer profiter cercle chat couper autant.
6f07d16f,Editeur Oh,patrick08@example.org,+33 3 20 07 95 44,Editeur,http://www.jacquot.com/,http://marchal.fr/,9057.0,https://renard.net/,13094.0,http://www.lopes.com/,9884.0,,,,,,,avenue Henry Lorient,56,Bretagne,France,Non,Prospect,
43b2bb17,Boutique spécialisée Haïr,claude75@example.net,+33 6 74 91 61 43,Boutique spécialisée,http://www.leveque.com/,http://www.meunier.com/,1192.0,http://www.roussel.fr/,826.0,,,,,,,,,"28, rue Odette Parent Bordeaux",33,Nouvelle-Aquitaine,France,Non,Prospect,Retourner hasard défendre passer.
6a45833c,MJC Chanter,timotheedumas@example.org,01 72 85 42 88,MJC,https://www.benard.fr/,,,,,,,,,,,260.0,,boulevard de Guillaume Châteaudun,28,Centre-Val de Loire,France,Non,Prospect,Sens écarter relever ami offrir veille l'une.
54365c24,Influenceur Rapport,xherve@example.net,+33 6 53 30 38 70,Influenceur,,,,https://guillet.fr/,14822.0,https://ribeiro.org/,6979.0,http://www.dupre.fr/,7092.0,http://roche.org/,12319.0,,2025-05-28,"5, boulevard Yves Delattre Muret",31,Occitanie,France,Non,Intéressé,
be36e989,Influenceur Tendre,fernandezlucy@example.com,,Influenceur,https://www.reynaud.fr/,,,http://barbe.com/,22065.0,http://delaunay.com/,11781.0,,,https://www.gregoire.com/,6712.0,,,boulevard de Potier Dreux,28,Centre-Val de Loire,France,Oui,Prospect,
642b157c,MJC Forcer,suzannelaine@example.org,+33 (0)4 38 08 24 87,MJC,http://www.raymond.com/,http://reynaud.fr/,132.0,,,http://seguin.com/,1758.0,,,,,268.0,,"378, rue de Vidal Reims",51,Grand Est,France,Oui,Prospect,
6f76bb5f,CSCS Acte,veroniquecollet@example.net,+33 (0)5 58 67 42 02,CSCS,http://vallet.com/,https://www.raymond.org/,1733.0,https://www.fontaine.com/,805.0,http://dijoux.com/,1172.0,,,,,69.0,2024-09-17,"4, boulevard Philippe Laine Montreuil",93,Île-de-France,France,Oui,Intéressé,Jambe seigneur paquet inquiéter force vêtement fatigue.
e3d3d93e,Boutique spécialisée Centre,margothoareau@example.net,05 47 46 61 61,Boutique spécialisée,https://delattre.com/,http://vincent.org/,2072.0,http://besnard.fr/,638.0,http://mahe.org/,1702.0,,,,,,2025-11-10,"38, rue Perrin Chartres",28,Centre-Val de Loire,France,Non,Contacté,Établir soldat agent mémoire lourd.
5d74d271,MJC Commun,margot44@example.com,0438976089,MJC,https://www.faivre.com/,https://www.cordier.com/,264.0,,,,,,,,,169.0,2024-05-01,"31, rue de Guibert Foix",09,Occitanie,France,Non,Prospect,Noir boire gagner ouvert bois fier relation.
6671a44c,Artisan Rejeter,claire03@example.org,+33 (0)3 51 67 77 22,Artisan,http://hamel.com/,https://germain.fr/,4845.0,,,http://lefebvre.org/,1455.0,,,,,,,"84, rue Michelle Dumas Montbéliard",25,Bourgogne-Franche-Comté,France,Oui,Intéressé,
b2ad4d8d,Ludothèque Également,bouvetdominique@example.com,04 78 15 74 63,Ludothèque,http://mallet.org/,http://roux.org/,2586.0,,,,,,,,,37.0,2024-07-29,"339, rue Louis Bordeaux",33,Nouvelle-Aquitaine,France,Oui,Intéressé,
1e0130f5,Editeur Roche,sebastien31@example.org,+33 1 49 99 69 12,Editeur,https://traore.com/,http://www.prevost.com/,5953.0,http://www.diallo.fr/,8490.0,http://www.daniel.fr/,9808.0,http://carpentier.fr/,3726.0,,,,,"12, rue de Hardy Chalon-sur-Saône",71,Bourgogne-Franche-Comté,France,Non,Prospect,
9ada57a9,CSCS Appel,moreaufrederic@example.org,0561524193,CSCS,https://dos.net/,https://pires.org/,3897.0,,,http://briand.com/,366.0,,,,,493.0,2025-04-23,"4, rue Mendès Héricourt",70,Bourgogne-Franche-Comté,France,Oui,Intéressé,
adf12a1a,Boutique spécialisée Public,cperrin@example.com,+33 (0)3 87 81 08 10,Boutique spécialisée,https://www.bernard.org/,https://navarro.net/,3674.0,,,https://www.morin.fr/,555.0,,,,,,2024-10-20,"469, rue Rousset Orléans",45,Centre-Val de Loire,France,Oui,Contacté,
22b0658b,Ludothèque Placer,,+33 (0)3 64 51 54 16,Ludothèque,,https://parent.com/,2511.0,http://guillaume.org/,1040.0,https://www.charles.fr/,2748.0,,,,,412.0,2025-02-05,"93, boulevard Mendès Nevers",58,Bourgogne-Franche-Comté,France,Non,Contacté,Tout attacher simplement route complètement.
262bc876,Influenceur Guerre,catherine10@example.com,0345921822,Influenceur,https://lacroix.org/,,,https://www.mace.org/,4013.0,http://gomez.net/,20320.0,http://lagarde.com/,46260.0,https://www.diaz.com/,73447.0,,2024-01-20,"5, chemin Anne Gilbert Valence",26,Auvergne-Rhône-Alpes,France,Non,Prospect,
5836252a,Ludothèque Situation,julien52@example.net,+33 2 46 45 64 86,Ludothèque,https://cohen.fr/,https://www.neveu.com/,3110.0,,,https://www.launay.com/,509.0,,,,,467.0,,boulevard Bouchet Commercy,55,Grand Est,France,Non,Intéressé,
c6c26667,CSCS Juge,vde-oliveira@example.org,+33 (0)3 86 22 86 04,CSCS,https://lagarde.com/,https://regnier.fr/,2266.0,,,,,,,,,415.0,2024-04-06,"64, avenue Raymond Didier Céret",66,Occitanie,France,Oui,Intéressé,
5fcd84e2,Ludothèque Deux,michele75@example.org,0238857271,Ludothèque,http://www.garnier.com/,,,,,http://www.bazin.com/,2356.0,,,,,169.0,2024-12-29,"7, chemin Étienne Gallet Auch",32,Occitanie,France,Oui,Prospect,
99a7cb25,Boutique spécialisée Ombre,frobert@example.com,+33 4 58 00 37 65,Boutique spécialisée,https://www.bouchet.org/,https://www.bertrand.net/,4209.0,https://www.renault.fr/,1039.0,,,,,,,,2024-08-10,"58, rue Vincent Sanchez Aubusson",23,Nouvelle-Aquitaine,France,Non,Prospect,
a3d924f3,MJC Colon,benoit03@example.net,+33 5 17 84 08 12,MJC,http://perrier.fr/,https://www.imbert.fr/,1577.0,,,,,,,,,367.0,2024-10-17,"8, boulevard Raymond Hoareau Orléans",45,Centre-Val de Loire,France,Oui,Intéressé,
0bb310b0,CSCS Éviter,simone29@example.net,+33 (0)3 55 30 67 96,CSCS,http://www.bonnin.net/,http://boulay.com/,168.0,,,http://www.duhamel.fr/,2375.0,,,,,195.0,2024-03-27,"326, rue Christiane Guérin Verdun",55,Grand Est,France,Non,Prospect,Savoir surprendre ferme cours.
32bc0e75,Editeur Bord,guillaumegermain@example.net,03 65 80 73 50,Editeur,http://www.normand.com/,https://www.jean.com/,7418.0,https://maury.com/,2788.0,http://www.blot.fr/,3996.0,http://www.allain.com/,6246.0,,,,2025-10-30,"67, avenue Traore Issoudun",36,Centre-Val de Loire,France,Non,Intéressé,
2df60339,Bar à jeux Retomber,patrick86@example.org,0164239581,Bar à jeux,https://bousquet.fr/,https://www.arnaud.com/,2811.0,http://weiss.fr/,1493.0,http://camus.fr/,5725.0,,,,,,2024-07-21,"326, boulevard Delmas Antibes",06,Provence-Alpes-Côte d'Azur,France,Oui,Prospect,
65f97e05,Asso jdr Être,suzannehernandez@example.org,,Asso jdr,https://boyer.com/,https://etienne.net/,2074.0,,,,,,,,,74.0,2025-04-07,"67, boulevard de Michel Guéret",23,Nouvelle-Aquitaine,France,Oui,Contacté,Pencher muet lutter apparence aller l'un.
e3355db2,Médiathèque Chaise,sabine36@example.org,04 20 81 16 82,Médiathèque,https://www.fournier.fr/,http://www.pereira.net/,1637.0,,,,,,,,,486.0,,"27, chemin Cécile Vasseur Romans-sur-Isère",26,Auvergne-Rhône-Alpes,France,Non,Contacté,
83e8013a,Asso jdr Tôt,etiennemichele@example.net,+33 (0)3 58 51 99 11,Asso jdr,https://delahaye.fr/,https://carpentier.org/,182.0,http://lecomte.com/,337.0,https://www.laine.com/,2136.0,,,,,231.0,,rue Geneviève Maurice Toulon,83,Provence-Alpes-Côte d'Azur,France,Oui,Contacté,
ea18fdd6,CSCS Rapporter,frederique78@example.com,+33 7 32 08 10 29,CSCS,https://boulanger.fr/,https://texier.fr/,1656.0,,,,,,,,,152.0,2025-03-20,"31, rue Michelle Vaillant Lyon",69,Auvergne-Rhône-Alpes,France,Oui,Prospect,
cffc2652,CSCS Couche,baillyolivier@example.org,0564775612,CSCS,https://rodriguez.fr/,https://www.colas.net/,1312.0,,,,,,,,,339.0,2025-06-27,"4, avenue Marine Lelièvre Montargis",45,Centre-Val de Loire,France,Non,Prospect,
40fa41a1,Asso jdr Durant,denisgauthier@example.com,0325781236,Asso jdr,,,,,,https://diaz.fr/,1462.0,,,,,131.0,,"87, rue de Regnier Quimper",29,Bretagne,France,Non,Prospect,
ea142a70,Asso jdr Comment,isaacbernier@example.net,0172958683,Asso jdr,https://www.pereira.com/,,,https://www.jourdan.net/,1865.0,,,,,,,490.0,,"434, rue de Leleu Aubenas",07,Auvergne-Rhône-Alpes,France,Non,Intéressé,
58bbf683,MJC Rose,alfred82@example.net,0524982895,MJC,https://www.pages.net/,http://www.barthelemy.org/,571.0,,,,,,,,,203.0,,"57, chemin Pierre Lévêque Versailles",78,Île-de-France,France,Oui,Intéressé,
d833c12f,Influenceur Caractère,antoinettepierre@example.com,04 58 47 63 46,Influenceur,https://leger.fr/,,,https://guichard.fr/,3543.0,https://www.bernard.com/,7889.0,,,http://www.hardy.fr/,31378.0,,,"5, rue de Rémy Colmar",68,Grand Est,France,Non,Prospect,
98edc9f8,MJC Bas,ihebert@example.net,+33 3 55 01 54 38,MJC,http://chauvet.com/,http://barbe.fr/,2070.0,,,https://www.georges.fr/,864.0,,,,,20.0,2024-03-15,"65, avenue Édouard Gérard Blois",41,Centre-Val de Loire,France,Non,Prospect,
e63a3d3b,Bar à jeux Vous,henrileroux@example.com,0178426113,Bar à jeux,http://barthelemy.com/,http://www.auger.fr/,201.0,https://www.benoit.com/,482.0,,,,,,,,,"22, chemin Susanne Gomez Bellac",87,Nouvelle-Aquitaine,France,Oui,Intéressé,
f4a14844,Médiathèque Chat,claudeleconte@example.net,0229714034,Médiathèque,http://www.pierre.fr/,http://parent.com/,1258.0,,,,,,,,,452.0,,"840, rue de Parent Céret",66,Occitanie,France,Non,Intéressé,
fd75e25b,Médiathèque Haine,luc88@example.com,02 29 72 93 76,Médiathèque,,https://laroche.com/,726.0,,,,,,,,,353.0,2025-10-31,"139, boulevard de Renaud Ajaccio",2A,Corse,France,Non,Contacté,
36ab2e80,Artisan Résister,marcelpotier@example.com,04 34 39 95 85,Artisan,https://www.merle.org/,https://www.leconte.fr/,4812.0,,,https://www.jacquot.com/,4407.0,,,,,,2025-05-15,"93, avenue de Dupré Sélestat",67,Grand Est,France,Non,Contacté,
c3cda7f9,Influenceur Bas,jeanninecohen@example.net,05 58 55 98 06,Influenceur,https://leconte.fr/,,,https://www.olivier.com/,14958.0,https://alexandre.fr/,17554.0,http://www.simon.com/,32071.0,http://vallet.fr/,27231.0,,2025-08-14,"4, rue Édith Garnier Parthenay",79,Nouvelle-Aquitaine,France,Oui,Intéressé,
d39a8c47,Influenceur Reste,zpages@example.net,02 18 01 98 20,Influenceur,https://www.guillot.com/,,,https://www.berger.com/,5065.0,https://www.buisson.fr/,25542.0,http://www.ledoux.fr/,44857.0,http://www.allain.net/,17033.0,,,"11, boulevard Nicole Roussel Avranches",50,Normandie,France,Oui,Contacté,Rire jour naissance terme muet art moyen.
aa167b5d,CSCS Tenter,afleury@example.org,+33 (0)3 83 63 43 77,CSCS,https://www.lefevre.com/,http://www.barbe.fr/,3272.0,,,,,,,,,314.0,,"1, chemin Laetitia Lombard Nantes",44,Pays de la Loire,France,Non,Contacté,
0ab7bc5e,Ludothèque Frais,philippine49@example.org,0322336816,Ludothèque,https://www.blondel.org/,,,http://picard.fr/,587.0,,,,,,,320.0,,"24, rue Coste St Jean d'Angely",17,Nouvelle-Aquitaine,France,Oui,Contacté,
3516b828,Editeur Bon,honore04@example.com,+33 7 39 75 80 19,Editeur,https://seguin.net/,https://www.thibault.com/,7508.0,http://guerin.org/,14993.0,http://bailly.com/,4102.0,http://www.bruneau.net/,3862.0,,,,,"6, boulevard Alex Lecomte Saint-Malo",35,Bretagne,France,Non,Contacté,
e2ac77ed,Bar à jeux Consentir,raymondvidal@example.com,+33 (0)3 62 77 14 45,Bar à jeux,http://www.sauvage.net/,http://www.remy.com/,264.0,https://www.jacob.com/,1502.0,http://laroche.fr/,4311.0,,,,,,2024-12-12,"41, avenue de Torres Calvi",2B,Corse,France,Non,Contacté,
3bf23f76,Influenceur Retirer,susan49@example.com,04 13 74 20 17,Influenceur,https://www.pineau.com/,,,http://www.rossi.com/,13956.0,http://www.vasseur.com/,17706.0,http://www.robin.com/,30090.0,https://www.parent.fr/,36966.0,,2025-03-16,chemin Éléonore Salmon Ivry-sur-Seine,94,Île-de-France,France,Non,Prospect,User beau sommeil.
974702d9,Asso jdr Soir,henrymarine@example.net,04 70 87 34 11,Asso jdr,https://www.legendre.fr/,https://www.da.fr/,3181.0,,,,,,,,,42.0,2024-12-26,"459, rue de Bazin Langres",52,Grand Est,France,Non,Intéressé,
f04b3ad4,Artisan Sujet,zacharie97@example.org,0590614761,Artisan,https://perrin.com/,https://www.klein.com/,1072.0,http://lopes.fr/,918.0,,,,,,,,,"16, rue Perrot Beaune",21,Bourgogne-Franche-Comté,France,Oui,Intéressé,
a9022c49,Influenceur Existence,rbertin@example.org,0269593269,Influenceur,https://leroy.org/,,,https://www.bodin.com/,4714.0,http://fleury.com/,10531.0,https://www.samson.org/,34018.0,http://www.allain.org/,25910.0,,,"78, avenue Baron Gap",05,Provence-Alpes-Côte d'Azur,France,Oui,Intéressé,
5d210463,MJC Pas,dorothee99@example.net,0437529325,MJC,https://www.charles.fr/,http://www.torres.com/,1137.0,,,,,,,,,94.0,,"336, rue Juliette Merle Chartres",28,Centre-Val de Loire,France,Oui,Prospect,
b28fcc46,Boutique spécialisée Lutter,goncalvesalex@example.com,04 80 72 15 53,Boutique spécialisée,https://www.guillou.com/,https://www.auger.com/,4105.0,,,http://www.renaud.fr/,5031.0,,,,,,2023-12-31,chemin Emmanuelle Hebert Capbreton,40,Nouvelle-Aquitaine,France,Oui,Contacté,
ed3444d7,Artisan Souffler,thibaultgauthier@example.org,+33 (0)3 71 90 70 63,Artisan,,https://royer.fr/,4326.0,,,https://peron.fr/,952.0,,,,,,,"677, avenue Sébastien Hoareau Moissac",82,Occitanie,France,Non,Intéressé,
bb579f9e,CSCS Sérieux,lucas25@example.org,04 88 58 97 59,CSCS,https://www.bertrand.com/,,,,,,,,,,,438.0,2025-07-06,"962, rue Morel Bagnols-sur-Cèze",30,Occitanie,France,Oui,Intéressé,
1ef14a53,Asso jdr Retenir,nle-roux@example.net,04 88 52 53 46,Asso jdr,https://vidal.org/,https://dumas.com/,827.0,,,,,,,,,467.0,,"646, boulevard de Antoine Évreux",27,Normandie,France,Non,Prospect,
d8214320,Editeur Premier,rdelorme@example.net,+33 1 47 51 53 60,Editeur,http://www.teixeira.com/,http://www.meyer.com/,9978.0,http://www.le.com/,8115.0,http://www.jacquot.fr/,8996.0,http://toussaint.net/,1393.0,,,,,chemin de Ferreira Argenteuil,95,Île-de-France,France,Oui,Intéressé,
